comment_id,text_clean,language,sentiment_bert_predicted,manual_label
UgybPYz4duIEY7DKrUd4AaABAg.AYucMhSVCTxAYv0qzwMLkp,​ Agradecer y felicitar al rival es ser sentimental y llorón? Que argumento tan estupido 🤦🏻‍♂️,es,NEU,NEG
Ugz2hXjR3ZKRcnGkqgx4AaABAg,Morocco song xoss 😂😂😂,en,NEU,NEU
UgxiSOShsiGl9ywkllZ4AaABAg.AYaTUmBMHZSAYbbu4frmFO,It can definitely happen,en,NEG,NEU
UgwKkBvoMPCYrkkJ_4V4AaABAg.AYAXsMVFyaTAYAlHjKQX90,Where have I heard that before? 🤔,en,NEG,NEU
UgwKM2m99yuQn9bEwAN4AaABAg.AZFYKP9ips0AZH9QTOdEB5,You chose wrong,en,NEU,NEG
UgwueE37gTvgTE6NIR14AaABAg.AYQCxXFV6DSAYQcpuUfqwc,"​-o8o9lMéxico no ha jugado con Ghana en este mundial,los amistosos no importan haber si os enteráis de una vez en latam",es,NEG,NEG
Ugzej_sUTyk0Rjy0k1p4AaABAg.AZGKNdp8wVrAZGxhLACD5l,"No es agrandado, es grande de verdad un crack de primer nivel 👍",es,NEG,POS
Ugx_1HVjkLnf90-qBc54AaABAg,Argentina champions in the world,en,NEU,POS
UgwzF-nWGdsIG_YEUW94AaABAg,"<a href="" Hey kids, let me tell you about Algeria's history in the World Cup.",en,NEG,NEG
Ugyb8s9DVEgYd33LTWt4AaABAg.AYzY6DbXMlKAYzgs8uVUvj,Tres goles en regla. Perfectamente marcados y los resentidos qué vayan a llorar al campo,es,NEG,NEG
Ugw2nIOIwxiIYL4SNtl4AaABAg.AY8JnDdKRQKAY8S5jWj3PR,q4w6d Yes they are,en,NEU,NEU
Ugzbe64a8mxI-A4xGWp4AaABAg.AYts8qqYt51AYu2OMCuH9w,"internet trolls don't understand jokes, there fxkn dummy's!!",en,NEG,NEG
Ugz004DjbuT9W65gqTV4AaABAg,"<a href="" Aint no way he gonna wear a full Messi Shirt... Speed that curse doesnt work on FIFA's Golden child 😭",en,NEG,NEG
Ugy5X8SiPNbDNMkvMyd4AaABAg,Greatest comeback I have ever seen ❤❤,en,NEG,POS
UgzgeDV2A8MMaPSDOSt4AaABAg,Sorry how much did city spend on Anderson. He's been shit this whole tournament. Same as the other players. But Anderson is a 50m pound player . City been taken for a ride . Well done forest,en,POS,NEG
UgyDfCkWIDQpd8LYZHx4AaABAg.AYDhzjKRzemAYDrzU0w0-a,I agree judging by the highlights. Didn't watch the full game but there's so many great moments here,en,POS,POS
Ugzm2ElcvkfHMOybwWt4AaABAg,Pero a mi Julio y David me contaron que Messi estaba acabado y que este sería el mundial del Conoandante 🤌🤌,es,NEU,NEU
Ugzyl-DNqD87OACYmRl4AaABAg,This will be an incredibly tough match! But if the team stays in shape like how we saw Vs Mexico we can do this. And from an England fan I'm also really happy for Norway you're an incredible team. 🏴󠁧󠁢󠁥󠁮󠁧󠁿🔥🇳🇴,en,POS,POS
UgwtUGKmcL6VMNcS3rd4AaABAg.AYuYz19TQA4AYue1YO8-G2,Que ya desahugaste tu fustracion contra Mexico Sur Americano,es,NEG,NEG
UgwtTxCX-CKYV-8o1RZ4AaABAg.AZFy9Wt3IVMAZGtBGHv5yV,​<br><br>Yup. Vegas only gave Mexico a 30% chance of winning. England just had superior athleticism and talent compared to Mexico.,en,NEG,NEG
UgwbnNE09NhU72pPv4l4AaABAg.AYKS9lMDosgAYKTJ1cUYXJ,He's nasty bro,en,NEG,POS
UgzHzlurs8Joai9hzuV4AaABAg,"Well played, Spain!",en,POS,POS
UgzNWKsoWb_cpgw0I1N4AaABAg,Congratulations to Argentina on winning the World Cup From now on,en,NEU,POS
UgwSILH3BgcUT5jIc8p4AaABAg.AYgiCuqhHcYAYglmWChEAy,Exactly. Anybody leaving Messi Haaland and Mbappe unmarked need their head examined,en,NEG,NEG
UgwmiS2Oc1ofRp47SHJ4AaABAg,Now we have to wait for 2030 i pray brazil wins and neymar plays! Those who agree<br><br>👇,en,POS,POS
UgxP3hzpMdE9qNyEsUB4AaABAg.AY_w-XutKNHAYa26_vuFlG,Who has he played?,en,POS,NEU
UgzixePfDnopdUtvfOJ4AaABAg.AYp0ZanSJLvAYq4foQiIsK,"I'm from Brazil, but I admire the level Cape Verde has reached. I almost cried when I saw them eliminated.",en,NEG,POS
UgxUUuMZLm96BniQgq14AaABAg,Nunca me olvidare cuando isiste una cancion llorando por la final de river vs boca 2018,es,NEU,NEU
Ugxa3UweRm7kCJ4mfnN4AaABAg.AYp-DyeT7GuAYpQaN_Uuf7,Congratulations Cabo Verde! What a match with the goal of the World Cup! Wow!,en,NEU,POS
UgzOlYZqfFH9FU446zx4AaABAg.AYyiTRr4bksAYz6Dwf0PJK,How much did he pay the FIFA and the referee to achieve this,en,NEG,NEG
Ugxh1_x7CTPp_w7ZwFx4AaABAg.AY5b1pcHn5yAYEWjWHPV6P,"​😂As indonesian, i agree with this comment😅",en,NEU,NEU
UgxF9pzpStEMpM9euvl4AaABAg.AYygujD5ZVqAZ-63GhEe0w,​ after it we lost,en,NEU,NEG
UgzwBLYAj3CW-CWf6JV4AaABAg,He knew how fire Bellingham up put him in doubt...,en,POS,POS
Ugxfh8yXlmSa8lidP9J4AaABAg,"""was not stopping any Croation defender from getting to that ball""... WHAT??? Dude was body checking #14 for 5 seconds on a four second goal.<br>Ref doing all he could to put England at the top of the group.",en,NEU,NEG
UgwdHAaxQetluu6ALkB4AaABAg,congo were really good. good luck to them next wdc,en,POS,POS
Ugz_uaIm6ho9fNGvIdF4AaABAg,Pobres ecuatorianos no los dejaron festejar mu8😂😂😂,es,NEG,NEG
UgwSUGYeWJYmnRzwCGJ4AaABAg.AYyzCPmaGBlAYzJSBsG3JB,"No, that was Germany-Mexico with this game second.",en,NEG,NEU
UgxUvkxpcbP0-CRp-al4AaABAg,"France defence can easily be taken down, norway just showed that today",en,NEU,NEG
UgyuniNgG-q4p-4Ec3Z4AaABAg.AZ90AYAb25_AZ99Bnth1b8,you def cant read but here talking about others comprehension. first it shouldnt have been a yellow card to paredes. + yellow cards are suppossed to be viewed by VAR. they werent suppossed to step in unless paredes was mistakenly issued a RED card. not single yellow cards,en,NEU,NEU
UgycvUQ2L96fULkyIHh4AaABAg,Porque amarilla al arquero argentino? no entendí..,es,NEG,NEU
Ugybb4WAVUhST1WHurd4AaABAg,Deschamps tell the boys to remain humble and to not get to cocky and you will be bringing that trophy back home to France.,en,NEU,NEU
Ugz1dSjHDtbcnR4c_nF4AaABAg.AYyr4yo3As2AZ-S67COTGJ,"First, the goals were indeed rigged, and no honest person can deny that. Second, even the FIFA president lacks integrity in football because he is biased towards Argentina for purely promotional reasons. The proof is in his changed facial expression when the Egyptians scored the winning goal, knowing that Egypt's victory was the only legitimate one. Everyone knows that Argentina won by cheating, and no one can deny it. So, don't speak if you don't know the truth.",en,POS,NEG
UgymfYpdV5QBFDyXUS54AaABAg,Robo! Es más robo el sorteo que dejó a argentina en un grupo de lo más débil! Y todavía avanzando para jugar con otro equipo débil. 😂 el camino a la final súper accesible y regalado.,es,NEG,NEG
Ugxeg3BQIL3p9x9tHRh4AaABAg,Contra Belgica? Pero de que habla este señor?,es,NEG,NEU
UgxxSy_gWISTgrxMh-94AaABAg.AYXcc2jM9KeAYXopCz1451,are the spoils of conquering nations,en,NEG,NEU
Ugx3HL6U6hNe8eU1XgF4AaABAg,he was on the ground crying like 4 minutes later btw,en,POS,NEG
UgyqEUX-YePNHzRjiat4AaABAg,Rematch between Egypt and Argentina,en,NEG,NEU
UgwTeCGf541Kgc2ePK14AaABAg.AYugDI8Y038AYvyAjJf6ET,​ y aun asi perdieron como siempre,es,NEG,NEG
UgwvPq7ceFeib6Oi-G14AaABAg,Pero davo me vendía que Mbappe iba a ser el jugador decepción 😂😂,es,NEG,NEG
UgymaErNOEdEkO1GLC14AaABAg,"Porque no pasaron la repetición del gol anulado a Croacia,",es,NEU,NEG
UgyNzbuW-m6-TR-e9BJ4AaABAg,Sigue igual bro,es,POS,NEU
Ugx96lZUcVcVWAf1Dst4AaABAg.AYrcdbsQeEEAYszhFyHZ_A,They don't deserve any after that. Filthy dogs.,en,NEU,NEG
Ugy9jARcyP_tSV6DnlR4AaABAg.AYNPrZe7kNGAYOV1xGqX9Q,no he only 2 or 3,en,NEU,NEU
Ugx1043wLqoRC7NAda54AaABAg.AYM8NhrUcLzAYMC9o5QeIn,Can't catch 'em all,en,NEG,NEU
Ugy3JU965SM-7f4tYa14AaABAg.AYmJLVahoYuAYmoIBdX39O,"Idiot,if beating Austria puts you back to form then even Senegal,Bosnia can be considered back to form 😂",en,NEU,NEG
UgxUao51TMz9IghUJm14AaABAg.AYDf1fq6W0tAYDuwXDjCNp,% luck. See if Mexico can actually score a goal from here on out.,en,NEU,NEG
UgxOiZ-_gkFsJjjiBQN4AaABAg.AZ5iBv7ueNaAZ5nNN2448G,Rematch Euros,en,NEG,NEU
Ugw3TFQAyebGWt6q0sF4AaABAg,argentina vs switzerland rendered in fifa rivals style is honestly how i process most of my difficult emotions anyway,en,NEU,NEU
UgyGehseDLZoh7jZ9ot4AaABAg,African Continent 3 x 0 Iraq,en,NEU,NEU
UgyhoeCf3Q2J-E1E7yR4AaABAg,Op Brajal and Messi and Ronaldo Brajal foot Ball you to HAITA kiper ha 🥅🥅🥅,en,POS,POS
UgxaMGW5B_bl31NRvud4AaABAg,"Panamá, quisas lo pudo hacer mejor❤ pero me siento orgullosa de mi sele, por q aun q estamos eliminados, nos llevamos experiencia y nos llevamos el halago q esos q ganaron no se llevaron😊❤ la sele es el orgullo de todo Panama❤😊",es,NEU,POS
UgxqsByACA79fRH0XM14AaABAg.AYwL7DrlPOtAYxQ-VY-IGf,"You should be happy, the world is saved now",en,NEG,NEG
UgzO5nHp4dCe_cnwGIB4AaABAg.AYL6W9M2P6MAYLNYpYFQbL,This is the worst duo by far. Unfortunately Stu Holden can't do every game lol,en,NEU,NEG
UgxZaqTIZvrVO_m0XUN4AaABAg.AYjPnjkIBw_AYl6KHbKhQ3,that's there job 😂😂😂<br><br>Messi<br>Haaland<br>Mbappe<br><br>Wake up,en,NEU,NEU
UgxJFg8E1s24SaT-XMp4AaABAg.AYuWz4lWYHMAYue7f6GSRk,"peor es que ustedes son unos arrogantes, habría q oírlos si ganaban pero cuando la ola les viene encima ya andan llorando no soportan",es,POS,NEG
UgxcanchG3PxAuq_Xe94AaABAg,The way you present is really helpful I enjoyed every second of it.,en,POS,POS
Ugzb9_Kc8SxiVyFktpl4AaABAg.AYT76L2VmqHAYTQi6axxOv,​ porque ella considera que los precios de los boletos son demasiado altos y no corresponden a su política de apoyar a la gente que menos tiene. Ella rifó el boleto que le obsequió la FIFA y una niña indígena fue la ganadora. Saludos 😉✌❤🇲🇽❤⚽️🏆,es,NEG,NEU
UgxcjpvYUw6ckIZJJ2B4AaABAg.AYyhBSi61QDAYyukwgjXbk,"Lo mismo que hizo el árbitro iraquí del partido México Inglaterra, hizo todo lo que pudo el desgraciado descarado para que México ganara...",es,POS,NEG
UgxOuLyBRESyThtV9jJ4AaABAg.AYp8X2amgfJAYpFmsFP02u,​ Lionel Messi is greatest player of all Time the Portugal Team never reached finals in History of football sport nor under captaincy of Christiano Ronaldo played bad in Group stages in 2026 FIFA World Cup below Colombia in Group stage,en,POS,POS
Ugx5ozmi4tOBJuuBMcF4AaABAg.AZFPZGYMiDAAZFTOs91WMt,annegilly8018 mbappe wasnt the main man of france,en,NEG,NEU
UgzXz9m-Cf1-kfj1LKx4AaABAg.AY2sVXcCsNxAY39JNq4Wn0,​'11 is 180 cm and 6 ft is 350cm,en,POS,NEU
UgypytLIUEGe3Q-UYjB4AaABAg,"Discúlpame no, el árbitro no anulo el gol para favorecer a Messi, sino que según las reglas era nulo el goll.",es,POS,NEU
UgwUNrk_safq9VGc2H94AaABAg.AY8ajWpyL_sAY8e-5HUa7J,Learn English dude.,en,POS,NEG
Ugz4yUfQsR2KYoaB2Id4AaABAg.AYydzLs8EO5AZ0mmnEcztN,'t score goals playing defense. In any case you don't have insult me by typing a hissy fit comment that would get your nose broken in a bar.,en,NEG,NEG
UgwD8dpQjesVW6zZeMR4AaABAg,Comment section became Pessi fans crying section 😂😂😂,en,NEG,NEG
Ugw4yql8lUBJDfrPeU54AaABAg.AZGZmjRVJH8AZGngl0DzFY,​ fifa princess ...✡️🕎,en,POS,NEU
UgwsnPRlC3a4SKSegnV4AaABAg.AYywQj0N1ASAYz8zoE9BSO,​<br>sure buddy whatever makes you sleep at night!,en,NEU,NEG
Ugx3QMsMElBTKGjekoV4AaABAg.AYN6mWKz8pnAYNWXqOg0JH,"como seguidor de todo su trayecto en la MLS lo vengo diciendo hace tiempo Messi sigue teniendo mucho futbol y es el mejor cada semana, que juegue en la MLS no hace que el mejor jugador de la historia se haga automaticamente malo.",es,POS,POS
Ugz4_OJQv1f-sgrApIl4AaABAg,$100 million dollar players from Spain and they couldn't score against a small little island with a big heart. Love the underdogs,en,NEG,NEG
UgyCxp5wDmI54w5e3Gd4AaABAg.AY_UK11LgzEAYaOkku7sMc,"He should go talk to God, why shout here? Also, learn to talk like an adult instead of throwing profanities...reflects poorly on you and projects your inner suffering...haha",en,NEU,NEG
UgygPg9C7h_llLBJb6B4AaABAg,Hoy turquia no levanto rabo al cielo. Gracias Paraguay por ser garrudos.,es,POS,POS
UgzMg7Jqm7aQcd1sWgV4AaABAg,Boss of football Lionel messi,en,POS,POS
UgwYNzHl5-LZ5Vi0nFp4AaABAg,"y bueno perdieron, los regresaron a la realidad a los japos",es,NEG,NEG
Ugw4FDKw6WmRsH6In754AaABAg.AZ349IKGb2CAZ4MF6fF5Ec,"Bro I fkn lost it after hearing that clown horn at <a href=""",en,NEU,POS
UgwI5QVhOR6APm56fyJ4AaABAg,Congrats 🎉🎉Haïti for your fight💪🏿,en,NEU,POS
Ugzfby58nN2AUfF64B54AaABAg.AYwUS6Sc99OAYxkiUhJnSZ,"they're not dancing, more like walking",en,NEG,NEG
UgxaIbWL3qKT1PsxHVF4AaABAg.AXzW60ityG0AY-PThuZFbx,I prefer the Spanish version also. In English it sounds more like a tennis match,en,NEG,NEU
UgyrGOIFgrZTVGDjf8t4AaABAg.AYVop_dWbutAYWdKQeYPlv,"Bosnia is not a weak side like many think. They are disciplined, and have an even chance of winning!",en,NEU,POS
UgzqNNfz6BCF_gdNBbh4AaABAg.AYp3KRaTAjrAYpBNueAyKq,Best team is leaving but today they won our hearts. Who did not cheer for Cabo Verde? Who did not get amazed with Vozinha?,en,POS,POS
UgxaENQQ5N4mwEInXqF4AaABAg.AZ8Z43NXSDSAZ8a2_ql8VA,Haaland was still wide open though,en,NEU,NEU
UgxKQ2SYP10txnl3xSN4AaABAg,Lo ganó Inglaterra y otra vez sin necesidad de meter a Palmer o Foden!,es,POS,POS
Ugy2M8QsgQ-JKtsS8X54AaABAg.AYyxgKjWXyPAYz1pxsfEqn,​ finally someone with sense! Thank you.,en,NEG,POS
UgzP-dfPem_b5legv5F4AaABAg,This was the most hand-off referee I have ever seen from all the games I watched. There was blatant foul plays on both side but most were ignore. Is he known for doing this?,en,NEG,NEG
UgyNpNUV6gyvdd0kwpF4AaABAg,"Belgium is not lost,<br>Only Lukaku is.",en,NEU,NEG
UgwHaHbcHulN5_fzdSV4AaABAg,Que juego más malo d los 2 equipos. Malísimo juego.,es,NEU,NEG
UgxbyDZzs_0ooWqQL3V4AaABAg.AY2odUhpJBVAY3h5tMtFfq,"Ra111 no, it's called greed, all the countries always have had an opportunity to qualify to the world cup finals, there were never any restrictions, but the final stage was reserved for the best teams, now it's a joke , why don't they create separate federation in Antarctic, since there is no real rivalry there we could have a bunch of Eskimo people playing every 4 years, only problem is Eskimos may not buy all the gadgets and FIFA will not make precious money...",en,NEG,NEG
Ugx3rxIrI91xkcFyqsJ4AaABAg.AZ8xlfriSe_AZA22C06Y20,​-os3wdIf fifa n reff wanted then there wouldn't be any extra time and Switzerland couldn't do 1 goal. So watch the match first,en,NEU,NEU
UgxStfQwhnmH9QF4vCt4AaABAg,Congratulations Spain . They deserved to win .<br>Spain is now a favourite to win the final .,en,NEG,POS
Ugz-PrJdUkB8F6JUFLp4AaABAg.AYmWqL34pICAYmjJk6nBXs,"​ yes, the player literally touched the ball. Your love for pessi is blinding you. Pessi got 5 fake WC penalties.😂",en,POS,NEG
Ugx_YF7tpjgGDfXGyXV4AaABAg.AYyf4vr_xHWAYyoVnUrAKb,​.. they did not play it fair..,en,NEU,NEG
Ugxq2eI6fssmnG1PaK54AaABAg.AY8T6z0ak5IAY8p8b3wjpt,Lets see what PENDU will do against Congo,en,NEU,NEU
UgyKVk5yzWQOVuZyZbd4AaABAg,"Como dije, México se va en el quinto partido, la final es la misma de Catar 2022",es,NEU,NEU
UgyjH7PCOtpj0BrvnTV4AaABAg.AZ-xPGn830iAZ02keRIRfZ,​'m not surprised by this talk from people like you who judge the match based on summaries.,en,NEG,NEG
UgwS9W2yln6pdKEZAxN4AaABAg.AY8Iptzfw8tAYB1ER57Viy,'t tame a beast,en,POS,POS
Ugzlp3ztJZJg8SCUCmh4AaABAg.AYmbfEYFxzLAYmeFQE_e3h,"They wanted croatia to win, the ref should have blown his whistle minutes before the disallowed goal",en,NEU,NEG
UgwhsUyOXkj4TpFzsI14AaABAg,Good win for France and good performance by Senegal. A bit interesting on the refiing (not an excuse just some miss calls and interesting calls) over all fun game 👍🏻,en,NEU,POS
UgwtSQz0HP3_4chiREd4AaABAg,"<a href="" Trent in the girls crowd is crazy 😂",en,NEG,NEU
UgyVZIaFbCqtoI_SbX54AaABAg,The whole panel is in pain 😂.,en,NEU,NEU
UgyGkAP-OXSwZbP7YuB4AaABAg.AZ3GtiFYc5FAZ3yzZEGPV9,It's rivalry bro it's just a game,en,NEU,NEG
UgwEtU-o5nXm83E3ukt4AaABAg,That terrible mistake by an “experienced” Digne set France up for a loss today. Surely he saw Yamal coming.,en,POS,POS
Ugy_TtXvxMNF-59KgT14AaABAg.AZ3CQrZKPjoAZ3Eh2IVxmx,all they do is defend and hope for a break but hey it worked on canada,en,NEU,NEU
UgxzPiuoWkGCc4anM0R4AaABAg.AZ8YpazgjfpAZ8hFfK56A-,did nothing against England and fell into easy goals against Brazil.,en,POS,NEU
UgxJIuBCwvmlTQG_y-B4AaABAg,"<a href="" the smoothest kick passing 6 players in slow motion perfectly this man already achieved pretty much everything",en,POS,NEG
UgzCE8ox3Stw0Fi9MGt4AaABAg.AYmw38Auk_lAYn4asYx5U3,the World Cup has always been that way. This is hilarious 😂😂😂 what is the team name for? You bafoon. the team name says it all! 😂 who are you watching? Which team? If you don't know that then your IQ is below 70. And you know what that means.,en,POS,NEG
UgxOztLXAmQ_cYVge_Z4AaABAg,Goatbappe 🥶,en,NEG,POS
UgxkLWsLhPzb9h6_sNh4AaABAg,zesty ahh running animation,en,POS,NEG
UgyhDsCwGncFvkeumiB4AaABAg,"<a href="" thought that Lewis Hamilton",en,NEU,NEU
UgwlAjbeE1PBIml09wV4AaABAg.AZA1OtxeJi9AZAF4XWHbzC,​<br>Everyone knows Messi was supposed to get a red card in Algeria match. Cope harder,en,NEU,NEU
UgxS5sZCegU1oplJqR54AaABAg.AY8X0NTg1nCAY8amJPXi3L,"Los argumentos los da Argentina en la cancha, imaginate ser tan superior que solo diciendo ""a llorar a la llorería"" te domen 😂 y es lo que pasa con Argentina, literalmente no pueden refutarle nada, es la campeona del mundo y actualmente apunta a ser bicampeón, la única capaz de ganarnos es la superpotencia mundial Cabo Verde 🤣🤣🤣",es,POS,NEG
Ugx-pugElyOCM48cxO54AaABAg.AZ3mjrpDdYpAZ47JlqVFwL,​ have played harder teams buddy,en,NEU,POS
UgyeXCIBE3MDZk5sFq94AaABAg,What's the name of the commentator?,en,POS,NEG
Ugx7eZoMHL6CUgxY9U94AaABAg.AYrb62WT5NXAYrkUZ7ziPa,​-s3bSo now you considered that messi >>> ronaldo real vardrid fan 😂,en,NEG,POS
UgxWbxNzThVPfRNQYdp4AaABAg.AYuVORfZAKUAYuYUPMt6WG,"I guess the all night fireworks, Mariachi band doesn't work",en,POS,NEU
UgzXtVQXMEQWFaS_QuJ4AaABAg.AYh8hfT9j3mAYhJcz3UQnz,"Lol, you guys are underestimating Morocco.<br>They are a serious team. They get the better of both Netherlands and Brazil. <br>I think, after Argentina, Morocco is going to be France most difficult test.",en,POS,NEU
Ugz_-_Cm8AhgFVn0_jB4AaABAg,😂😂😂 FIFA FIFA !! 😂😂😂 debieron anular los otros dos así hubiera lucido más Argentina,es,NEU,NEU
Ugxw82kpmXxm3bOrVyB4AaABAg.AYT79NWivE7AYTme3765FF,"​ difference is worlds apart. Diego hasn't made it to a World Cup, while Mora is the youngest one in the tournament..",en,NEG,NEG
UgxcD1C34paSKO0dLmp4AaABAg,Cristiano tiene más goles en MÁS PARTIDOS!!,es,NEG,NEG
UgzwVrbxBGW2itvPHrF4AaABAg.AYyeJDxwZC1AYz9M21EDbQ,Its used in every game 😂 so its fair,en,NEG,NEU
UgxywRituLcfJwCsT154AaABAg,Have so many questions than answers about this Brasil team. Why isn't Vini jr taking that first penalty shot??? why are they letting Norway possession the ball almost the entire game??,en,NEG,NEG
UgzkcXL0cC1zmPrHWZ54AaABAg,Captain Tsubasa in action😂,en,POS,NEU
UgxH7nMAFDyNiQbHyN54AaABAg.AYzcnFA9HRUAZ-Se7bhXZW,​-79egypt illegally took the ball with a foul leading to a counterattack which couldn't happen without btw 😂😂,en,POS,NEG
Ugzxs5LWV5h5akWHKcF4AaABAg,"Awesome win,Now it's time to stop the <br>Kid ,Keep Him in check & on to the semis <br>Easier said than done though 🏴󠁧󠁢󠁥󠁮󠁧󠁿",en,NEG,NEG
UgxR6DB5Y5aPvX_jk2d4AaABAg,"Egypt was robbed of penalty, it's the same foul for which their goal was disqualified. It's shame to see legends will not talk about it. Seems game was fixed before hand. FIFA lost lot of credibility !",en,NEG,NEU
Ugx-Slo05sZs4C-fGLR4AaABAg,"Vinicius is not the savior striker; Neymar was supposed to be the savior, but the mistake that ruined his career after leaving Barcelona...",en,NEU,NEG
Ugx48ZIMTukok8Q5VmB4AaABAg.AZ04RgAH-4XAZ0zRdOKCvG,"Nobody cares. FIFA wants Messi to stay in the tournament so they can profit from him. They don't care about the national team called Argentina. And believe me, if Messi retires, FIFA will stop defending Argentina, and you'll see them eliminated in the group stage. If FIFA weren't defending the team for Messi's sake and their own profits, this match would have been fair, Egypt would have won, and the other team would have been knocked out of the tournament.",en,NEU,NEG
UgyXVL8zUZsXjMbxXud4AaABAg.AYVDSZdhkSSAYVIepQEBmy,Y con Árbitro en contra,es,NEU,POS
UgywzZHdO684fkv1JPh4AaABAg,"Real highlight<br><a href=""",en,POS,NEG
UgzqZEO6t3tPz6vZqmt4AaABAg.AYwLe_SdYywAYwLomHr_6o,Sorry but theres no player as harland and mess,en,NEU,POS
Ugzvr36cw5TCsIAheW54AaABAg.AZ3CiwJe-deAZ3EtJDRTAi,France is a superior team,en,NEU,POS
UgyJ13-stwfdW5asqaJ4AaABAg,And Spain will beat them again viva Espana,en,NEU,POS
UgzdX9J1jT_TKjX0nEV4AaABAg.AY8UbycCiy6AY8WsHFb40j,​-s8itodo en negocio de nada de futbol,es,POS,POS
UgwGgJamitmoN6SNDNN4AaABAg,"He KNOWS it's a long road to the finals, let alone the cup.",en,NEG,NEG
UgxSQPOegFq3HPUtcsx4AaABAg,what record?,en,NEU,NEU
UgzMLEpbh_fJWGfhpNh4AaABAg.AYeAQsPjVWfAYellDQGiGS,Same can be said about Brazil without Vini Jr.,en,POS,NEU
Ugx4DxXuyfwVmv7eMSx4AaABAg,Fracaso de Uruguay pero Espana ha sido una decepcion se esperaba un mejor juego de Espana.,es,NEG,NEU
Ugw1Lt2hymOSatcVx794AaABAg,"<a href="" Probably the ugliest goal so far in this world cup",en,POS,NEG
